[04:46:00.183] 1059, 00:00:13, 14, F, LAUNCH_PAD, 0.1, 21.2, 101324.3, 4.20, 0.63, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:13, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.646, 0, 0, EMULATOR
[04:46:01.179] 1059, 00:00:14, 15, F, LAUNCH_PAD, 0.1, 21.2, 101327.7, 4.20, 0.68, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:14, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.833, 0, 0, EMULATOR
[04:46:02.171] 1059, 00:00:15, 16, F, LAUNCH_PAD, 0.0, 21.3, 101320.3, 4.19, 0.68, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:15, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.846, 0, 0, EMULATOR
[04:46:03.181] 1059, 00:00:16, 17, F, LAUNCH_PAD, 0.5, 21.3, 101316.0, 4.20, 0.65, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:16, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.745, 0, 0, EMULATOR
[04:46:04.172] 1059, 00:00:17, 18, F, LAUNCH_PAD, 0.2, 21.2, 101319.7, 4.20, 0.64, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:17, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.700, 0, 0, EMULATOR
[04:46:05.182] 1059, 00:00:18, 19, F, LAUNCH_PAD, -0.5, 21.3, 101326.4, 4.20, 0.64, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:18, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.691, 0, 0, EMULATOR
[04:46:06.169] 1059, 00:00:19, 20, F, LAUNCH_PAD, 0.0, 21.3, 101320.1, 4.20, 0.69, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:19, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.893, 0, 0, EMULATOR
[04:46:07.183] 1059, 00:00:20, 21, F, LAUNCH_PAD, -0.4, 21.2, 101332.5, 4.19, 0.65, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:20, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.707, 0, 0, EMULATOR
[04:46:08.175] 1059, 00:00:21, 22, F, LAUNCH_PAD, 0.0, 21.1, 101323.1, 4.20, 0.63, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:21, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.645, 0, 0, EMULATOR
[04:46:09.174] 1059, 00:00:22, 23, F, LAUNCH_PAD, -0.5, 21.1, 101335.0, 4.20, 0.65, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:22, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.735, 0, 0, EMULATOR
[04:46:10.176] 1059, 00:00:23, 24, F, LAUNCH_PAD, 0.4, 21.0, 101321.0, 4.19, 0.65, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:23, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 2.714, 0, 0, EMULATOR
[04:46:11.160] 1059, 00:00:24, 25, F, LAUNCH_PAD, 0.1, 21.0, 101326.1, 4.18, 0.69, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:24, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.899, 0, 0, EMULATOR
[04:46:12.177] 1059, 00:00:25, 26, F, LAUNCH_PAD, 0.2, 21.0, 101318.6, 4.19, 0.67, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:25, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.813, 0, 0, EMULATOR
[04:46:13.182] 1059, 00:00:26, 27, F, LAUNCH_PAD, 0.1, 21.1, 101318.4, 4.18, 0.66, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:26, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.759, 0, 0, EMULATOR
[04:46:14.178] 1059, 00:00:27, 28, F, LAUNCH_PAD, -0.2, 21.2, 101330.2, 4.19, 0.66, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:27, 0.0, 51.1833, -1.8214, 8, CAL, DISARMED, 95, 2.775, 0, 0, EMULATOR
[04:46:15.189] 1059, 00:00:28, 29, F, LAUNCH_PAD, 0.3, 21.2, 101317.6, 4.19, 0.63, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:28, 0.0, 51.1833, -1.8214, 8, CAL, DISARMED, 95, 2.642, 0, 0, EMULATOR
[04:46:16.180] 1059, 00:00:29, 30, F, LAUNCH_PAD, 0.4, 21.3, 101315.9, 4.19, 0.63, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:29, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.631, 0, 0, EMULATOR
[04:46:17.169] 1059, 00:00:30, 31, F, LAUNCH_PAD, -0.2, 21.3, 101331.8, 4.18, 0.63, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:30, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.654, 0, 0, EMULATOR
[04:46:18.181] 1059, 00:00:31, 32, F, LAUNCH_PAD, -0.3, 21.2, 101325.2, 4.18, 0.67, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:31, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.787, 0, 0, EMULATOR
[04:46:19.173] 1059, 00:00:32, 33, F, LAUNCH_PAD, 0.4, 21.1, 101315.2, 4.17, 0.71, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:32, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.947, 0, 0, EMULATOR
[04:46:20.182] 1059, 00:00:33, 34, F, LAUNCH_PAD, 0.3, 21.0, 101321.3, 4.17, 0.71, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:33, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.977, 0, 0, EMULATOR
[04:46:21.172] 1059, 00:00:34, 35, F, LAUNCH_PAD, 0.0, 21.0, 101326.2, 4.17, 0.68, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:34, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.837, 0, 0, EMULATOR
[04:46:22.183] 1059, 00:00:35, 36, F, LAUNCH_PAD, -0.4, 20.9, 101333.1, 4.16, 0.65, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:35, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.702, 0, 0, EMULATOR
[04:46:23.176] 1059, 00:00:36, 37, F, LAUNCH_PAD, 0.1, 21.0, 101323.9, 4.17, 0.67, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:36, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.794, 0, 0, EMULATOR
[04:46:24.185] 1059, 00:00:37, 38, F, LAUNCH_PAD, -0.2, 21.1, 101326.0, 4.18, 0.71, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:37, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.972, 0, 0, EMULATOR
[04:46:25.177] 1059, 00:00:38, 39, F, LAUNCH_PAD, 0.0, 21.1, 101320.7, 4.17, 0.69, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:38, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.859, 0, 0, EMULATOR
[04:46:26.182] 1059, 00:00:39, 40, F, LAUNCH_PAD, -0.4, 21.1, 101329.5, 4.16, 0.68, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:39, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.849, 0, 0, EMULATOR
[04:46:27.178] 1059, 00:00:40, 41, F, LAUNCH_PAD, -0.4, 21.0, 101331.1, 4.16, 0.70, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:40, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 2.933, 0, 0, EMULATOR
[04:46:28.185] 1059, 00:00:41, 42, F, LAUNCH_PAD, -0.3, 20.9, 101333.1, 4.17, 0.75, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:41, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.142, 0, 0, EMULATOR
[04:46:29.179] 1059, 00:00:42, 43, F, LAUNCH_PAD, 0.1, 21.0, 101328.2, 4.17, 0.79, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:42, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.317, 0, 0, EMULATOR
[04:46:30.172] 1059, 00:00:43, 44, F, LAUNCH_PAD, 0.3, 21.1, 101323.2, 4.17, 0.77, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:43, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.206, 0, 0, EMULATOR
[04:46:31.180] 1059, 00:00:44, 45, F, LAUNCH_PAD, -0.3, 21.1, 101330.8, 4.17, 0.76, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:44, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.169, 0, 0, EMULATOR
[04:46:32.172] 1059, 00:00:45, 46, F, LAUNCH_PAD, 0.4, 21.2, 101317.4, 4.17, 0.81, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:45, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.369, 0, 0, EMULATOR
[04:46:33.182] 1059, 00:00:46, 47, F, LAUNCH_PAD, -0.1, 21.2, 101327.7, 4.17, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:46, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.351, 0, 0, EMULATOR
[04:46:34.170] 1059, 00:00:47, 48, F, LAUNCH_PAD, -0.4, 21.1, 101329.0, 4.18, 0.79, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:47, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.289, 0, 0, EMULATOR
[04:46:35.181] 1059, 00:00:48, 49, F, LAUNCH_PAD, 0.1, 21.1, 101324.2, 4.18, 0.77, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:48, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.217, 0, 0, EMULATOR
[04:46:36.173] 1059, 00:00:49, 50, F, LAUNCH_PAD, -0.4, 21.1, 101327.0, 4.17, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:49, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.340, 0, 0, EMULATOR
[04:46:37.180] 1059, 00:00:50, 51, F, LAUNCH_PAD, 0.4, 21.2, 101318.8, 4.17, 0.77, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:50, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.196, 0, 0, EMULATOR
[04:46:38.177] 1059, 00:00:51, 52, F, LAUNCH_PAD, 0.4, 21.2, 101322.1, 4.17, 0.76, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:51, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.155, 0, 0, EMULATOR
[04:46:39.186] 1059, 00:00:52, 53, F, LAUNCH_PAD, 0.1, 21.1, 101321.6, 4.16, 0.77, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:52, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.215, 0, 0, EMULATOR
[04:46:40.177] 1059, 00:00:53, 54, F, LAUNCH_PAD, -0.3, 21.0, 101329.8, 4.16, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:53, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.329, 0, 0, EMULATOR
[04:46:41.187] 1059, 00:00:54, 55, F, LAUNCH_PAD, -0.2, 21.0, 101326.3, 4.15, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:54, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.439, 0, 0, EMULATOR
[04:46:42.179] 1059, 00:00:55, 56, F, LAUNCH_PAD, 0.2, 21.1, 101322.0, 4.15, 0.86, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:55, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.576, 0, 0, EMULATOR
[04:46:43.172] 1059, 00:00:56, 57, F, LAUNCH_PAD, 0.2, 21.0, 101327.1, 4.15, 0.85, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:56, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.548, 0, 0, EMULATOR
[04:46:44.180] 1059, 00:00:57, 58, F, LAUNCH_PAD, 0.1, 21.0, 101320.4, 4.15, 0.85, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:57, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.531, 0, 0, EMULATOR
[04:46:45.173] 1059, 00:00:58, 59, F, LAUNCH_PAD, 0.4, 21.1, 101317.9, 4.16, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:58, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.342, 0, 0, EMULATOR
[04:46:46.181] 1059, 00:00:59, 60, F, LAUNCH_PAD, -0.0, 21.1, 101325.1, 4.16, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:00:59, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.320, 0, 0, EMULATOR
[04:46:47.174] 1059, 00:01:00, 61, F, LAUNCH_PAD, 0.3, 21.2, 101318.1, 4.16, 0.81, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:00, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.385, 0, 0, EMULATOR
[04:46:48.183] 1059, 00:01:01, 62, F, LAUNCH_PAD, 0.1, 21.2, 101326.0, 4.16, 0.78, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:01, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.264, 0, 0, EMULATOR
[04:46:49.174] 1059, 00:01:02, 63, F, LAUNCH_PAD, -0.3, 21.3, 101324.7, 4.16, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:02, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.437, 0, 0, EMULATOR
[04:46:50.183] 1059, 00:01:03, 64, F, LAUNCH_PAD, -0.5, 21.3, 101328.1, 4.16, 0.81, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:03, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.356, 0, 0, EMULATOR
[04:46:51.176] 1059, 00:01:04, 65, F, LAUNCH_PAD, -0.1, 21.4, 101323.7, 4.16, 0.82, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:04, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.418, 0, 0, EMULATOR
[04:46:52.185] 1059, 00:01:05, 66, F, LAUNCH_PAD, -0.2, 21.4, 101327.5, 4.16, 0.79, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:05, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.287, 0, 0, EMULATOR
[04:46:53.178] 1059, 00:01:06, 67, F, LAUNCH_PAD, 0.2, 21.5, 101319.0, 4.16, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:06, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.343, 0, 0, EMULATOR
[04:46:54.186] 1059, 00:01:07, 68, F, LAUNCH_PAD, -0.1, 21.4, 101325.9, 4.16, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:07, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.442, 0, 0, EMULATOR
[04:46:55.179] 1059, 00:01:08, 69, F, LAUNCH_PAD, 0.1, 21.5, 101326.1, 4.16, 0.85, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:08, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.531, 0, 0, EMULATOR
[04:46:56.187] 1059, 00:01:09, 70, F, LAUNCH_PAD, -0.3, 21.6, 101329.4, 4.15, 0.81, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:09, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.354, 0, 0, EMULATOR
[04:46:57.180] 1059, 00:01:10, 71, F, LAUNCH_PAD, -0.4, 21.5, 101325.6, 4.15, 0.79, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:10, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.272, 0, 0, EMULATOR
[04:46:58.172] 1059, 00:01:11, 72, F, LAUNCH_PAD, -0.2, 21.4, 101329.4, 4.15, 0.76, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:11, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.156, 0, 0, EMULATOR
[04:46:59.181] 1059, 00:01:12, 73, F, LAUNCH_PAD, -0.3, 21.3, 101330.5, 4.14, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:12, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.316, 0, 0, EMULATOR
[04:47:00.174] 1059, 00:01:13, 74, F, LAUNCH_PAD, -0.3, 21.3, 101326.0, 4.14, 0.84, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:13, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.481, 0, 0, EMULATOR
[04:47:01.183] 1059, 00:01:14, 75, F, LAUNCH_PAD, 0.3, 21.2, 101318.1, 4.14, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:14, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.426, 0, 0, EMULATOR
[04:47:02.175] 1059, 00:01:15, 76, F, LAUNCH_PAD, -0.3, 21.3, 101332.9, 4.15, 0.88, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:15, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.631, 0, 0, EMULATOR
[04:47:03.184] 1059, 00:01:16, 77, F, LAUNCH_PAD, -0.3, 21.3, 101328.6, 4.15, 0.90, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:16, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.734, 0, 0, EMULATOR
[04:47:04.173] 1059, 00:01:17, 78, F, LAUNCH_PAD, 0.1, 21.3, 101318.7, 4.14, 0.92, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:17, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.803, 0, 0, EMULATOR
[04:47:05.184] 1059, 00:01:18, 79, F, LAUNCH_PAD, 0.1, 21.2, 101322.5, 4.14, 0.91, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:18, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.787, 0, 0, EMULATOR
[04:47:06.177] 1059, 00:01:19, 80, F, LAUNCH_PAD, 0.4, 21.3, 101323.7, 4.15, 0.90, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:19, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.726, 0, 0, EMULATOR
[04:47:07.184] 1059, 00:01:20, 81, F, LAUNCH_PAD, -0.5, 21.2, 101331.8, 4.14, 0.89, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:20, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.665, 0, 0, EMULATOR
[04:47:08.179] 1059, 00:01:21, 82, F, LAUNCH_PAD, 0.1, 21.2, 101328.2, 4.15, 0.87, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:21, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.587, 0, 0, EMULATOR
[04:47:09.163] 1059, 00:01:22, 83, F, LAUNCH_PAD, 0.0, 21.1, 101324.0, 4.14, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:22, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.453, 0, 0, EMULATOR
[04:47:10.174] 1059, 00:01:23, 84, F, LAUNCH_PAD, -0.3, 21.1, 101332.7, 4.14, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:23, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.332, 0, 0, EMULATOR
[04:47:11.172] 1059, 00:01:24, 85, F, LAUNCH_PAD, 0.3, 21.0, 101316.7, 4.14, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:24, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.310, 0, 0, EMULATOR
[04:47:12.181] 1059, 00:01:25, 86, F, LAUNCH_PAD, -0.5, 21.1, 101334.1, 4.14, 0.80, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:25, 0.0, 51.1833, -1.8214, 8, ST, DISARMED, 95, 3.323, 0, 0, EMULATOR
[04:47:16.534] 1059, 00:01:29, 87, F, LAUNCH_PAD, 0.3, 21.1, 101318.2, 4.14, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:29, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.444, 0, 0, EMULATOR
[04:47:17.528] 1059, 00:01:30, 88, F, LAUNCH_PAD, 0.4, 21.0, 101319.7, 4.15, 0.85, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:30, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.512, 0, 0, EMULATOR
[04:47:18.534] 1059, 00:01:31, 89, F, LAUNCH_PAD, 0.5, 21.0, 101318.7, 4.15, 0.86, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:31, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.587, 0, 0, EMULATOR
[04:47:19.522] 1059, 00:01:32, 90, F, LAUNCH_PAD, 0.1, 20.9, 101328.1, 4.15, 0.90, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:32, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.734, 0, 0, EMULATOR
[04:47:20.537] 1059, 00:01:33, 91, F, LAUNCH_PAD, -0.1, 20.9, 101323.2, 4.14, 0.87, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:33, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.601, 0, 0, EMULATOR
[04:47:21.530] 1059, 00:01:34, 92, F, LAUNCH_PAD, -0.3, 21.0, 101329.5, 4.14, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:34, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.430, 0, 0, EMULATOR
[04:47:22.539] 1059, 00:01:35, 93, F, LAUNCH_PAD, -0.4, 21.0, 101330.4, 4.13, 0.83, 0.0, 0.0, 0.0, 0.00, 0.00, 9.81, 00:01:35, 0.0, 51.1833, -1.8214, 8, CXON, DISARMED, 95, 3.445, 0, 0, EMULATOR
